date,price
1980-08-19,121.0
1980-09-18,116.89
1980-10-18,104.29
1980-11-17,107.3
1980-12-17,103.04
1981-01-16,121.17
1981-02-15,112.52
1981-03-17,111.16
1981-04-16,116.46
1981-05-16,115.62
1981-06-15,122.94
1981-07-15,110.2
1981-08-14,107.07
1981-09-13,120.33
1981-10-13,100.15
1981-11-12,115.27
1981-12-12,100.14
1982-01-11,117.14
1982-02-10,107.62
1982-03-12,112.56
1982-04-11,103.16
1982-05-11,111.33
1982-06-10,118.29
1982-07-10,118.47
1982-08-09,101.54
1982-09-08,112.52
1982-10-08,107.41
1982-11-07,107.53
1982-12-07,102.86
1983-01-06,109.65
1983-02-05,105.13
1983-03-07,107.65
1983-04-06,116.61
1983-05-06,101.86
1983-06-05,117.07
1983-07-05,120.6
1983-08-04,111.63
1983-09-03,106.78
1983-10-03,116.64
1983-11-02,118.83
1983-12-02,117.46
1984-01-01,120.87
1984-01-31,107.08
1984-03-01,102.3
1984-03-31,104.96
1984-04-30,100.79
1984-05-30,106.68
1984-06-29,117.47
1984-07-29,121.56
1984-08-28,102.09
1984-09-27,115.19
1984-10-27,104.21
1984-11-26,108.22
1984-12-26,116.79
1985-01-25,117.93
1985-02-24,108.85
1985-03-26,120.04
1985-04-25,110.27
1985-05-25,113.17
1985-06-24,115.16
1985-07-24,110.9
1985-08-23,112.19
1985-09-22,115.56
1985-10-22,118.24
1985-11-21,115.88
1985-12-21,101.03
1986-01-20,103.17
1986-02-19,105.4
1986-03-21,115.67
1986-04-20,116.1
1986-05-20,118.07
1986-06-19,103.9
1986-07-19,106.36
1986-08-18,104.05
1986-09-17,110.2
1986-10-17,119.51
1986-11-16,107.82
1986-12-16,114.1
1987-01-15,118.75
1987-02-14,100.97
1987-03-16,106.87
1987-04-15,122.98
1987-05-15,107.67
1987-06-14,102.01
1987-07-14,116.41
1987-08-13,105.86
1987-09-12,114.69
1987-10-12,110.09
1987-11-11,105.06
1987-12-11,105.54
1988-01-10,107.66
1988-02-09,120.31
1988-03-10,100.38
1988-04-09,106.06
1988-05-09,117.72
1988-06-08,100.14
1988-07-08,119.36
1988-08-07,119.81
1988-09-06,119.74
1988-10-06,103.77
1988-11-05,116.19
1988-12-05,109.57
1989-01-04,117.16
1989-02-03,118.77
1989-03-05,116.92
1989-04-04,120.27
1989-05-04,109.5
1989-06-03,107.3
1989-07-03,120.92
1989-08-02,117.18
1989-09-01,103.87
1989-10-01,104.24
1989-10-31,100.54
1989-11-30,111.53
1989-12-30,115.36
1990-01-29,122.9
1990-02-28,110.34
1990-03-30,106.42
1990-04-29,109.27
1990-05-29,107.62
1990-06-28,107.76
1990-07-28,100.89
1990-08-27,109.26
1990-09-26,119.93
1990-10-26,121.52
1990-11-25,102.13
1990-12-25,112.4
1991-01-24,118.6
1991-02-23,111.46
1991-03-25,116.54
1991-04-24,101.35
1991-05-24,119.47
1991-06-23,108.91
1991-07-23,110.55
1991-08-22,112.31
1991-09-21,118.63
1991-10-21,103.0
1991-11-20,107.04
1991-12-20,119.45
1992-01-19,102.48
1992-02-18,111.16
1992-03-19,114.63
1992-04-18,112.05
1992-05-18,115.6
1992-06-17,120.69
1992-07-17,116.28
1992-08-16,106.0
1992-09-15,115.28
1992-10-15,104.17
1992-11-14,107.04
1992-12-14,119.01
1993-01-13,105.95
1993-02-12,107.9
1993-03-14,106.85
1993-04-13,108.11
1993-05-13,104.72
1993-06-12,102.01
1993-07-12,112.71
1993-08-11,121.6
1993-09-10,103.13
1993-10-10,111.68
1993-11-09,114.45
1993-12-09,109.53
1994-01-08,111.64
1994-02-07,101.26
1994-03-09,116.48
1994-04-08,113.48
1994-05-08,101.29
1994-06-07,120.91
1994-07-07,119.29
1994-08-06,106.6
1994-09-05,118.71
1994-10-05,113.32
1994-11-04,113.67
1994-12-04,106.91
1995-01-03,105.78
1995-02-02,111.64
1995-03-04,100.3
1995-04-03,118.38
1995-05-03,101.39
1995-06-02,103.24
1995-07-02,102.35
1995-08-01,112.61
1995-08-31,122.72
1995-09-30,106.01
1995-10-30,101.35
1995-11-29,105.04
1995-12-29,121.06
1996-01-28,100.42
1996-02-27,104.61
1996-03-28,105.35
1996-04-27,120.7
1996-05-27,119.86
1996-06-26,122.03
1996-07-26,103.97
1996-08-25,107.51
1996-09-24,108.67
1996-10-24,109.73
1996-11-23,104.81
1996-12-23,106.06
1997-01-22,113.93
1997-02-21,114.43
1997-03-23,121.66
1997-04-22,121.12
1997-05-22,120.69
1997-06-21,117.39
1997-07-21,119.98
1997-08-20,115.39
1997-09-19,110.7
1997-10-19,112.49
1997-11-18,118.75
1997-12-18,104.44
1998-01-17,100.89
1998-02-16,114.51
1998-03-18,122.54
1998-04-17,117.63
1998-05-17,122.02
1998-06-16,120.55
1998-07-16,101.11
1998-08-15,116.98
1998-09-14,121.43
1998-10-14,121.39
1998-11-13,117.97
1998-12-13,121.32
1999-01-12,114.94
1999-02-11,108.39
1999-03-13,120.29
1999-04-12,114.6
1999-05-12,113.08
1999-06-11,106.77
1999-07-11,103.43
1999-08-10,100.17
1999-09-09,120.42
1999-10-09,113.1
1999-11-08,118.94
1999-12-08,112.41
2000-01-07,105.69
2000-02-06,122.3
2000-03-07,111.26
2000-04-06,117.12
2000-05-06,104.46
2000-06-05,106.71
2000-07-05,118.09
2000-08-04,105.9
2000-09-03,115.53
2000-10-03,107.18
2000-11-02,110.53
2000-12-02,115.56
2001-01-01,118.92
2001-01-31,115.63
2001-03-02,105.18
2001-04-01,102.98
2001-05-01,120.25
2001-05-31,120.72
2001-06-30,102.0
2001-07-30,108.45
2001-08-29,113.5
2001-09-28,105.74
2001-10-28,103.98
2001-11-27,117.11
2001-12-27,122.57
2002-01-26,119.93
2002-02-25,116.07
2002-03-27,108.57
2002-04-26,118.54
2002-05-26,105.05
2002-06-25,112.68
2002-07-25,105.32
2002-08-24,118.3
2002-09-23,104.95
2002-10-23,100.9
2002-11-22,117.95
2002-12-22,108.83
2003-01-21,111.23
2003-02-20,105.96
2003-03-22,119.58
2003-04-21,105.27
2003-05-21,115.46
2003-06-20,117.7
2003-07-20,114.09
2003-08-19,120.08
2003-09-18,114.6
2003-10-18,106.85
2003-11-17,107.16
2003-12-17,119.7
2004-01-16,121.96
2004-02-15,101.19
