date,price
1980-08-19,106.5
1980-09-18,109.86
1980-10-18,100.44
1980-11-17,109.93
1980-12-17,109.83
1981-01-16,122.75
1981-02-15,112.38
1981-03-17,100.85
1981-04-16,110.85
1981-05-16,110.93
1981-06-15,100.13
1981-07-15,102.29
1981-08-14,121.86
1981-09-13,121.74
1981-10-13,111.94
1981-11-12,101.62
1981-12-12,121.6
1982-01-11,110.9
1982-02-10,121.94
1982-03-12,104.18
1982-04-11,113.49
1982-05-11,115.75
1982-06-10,120.19
1982-07-10,122.94
1982-08-09,120.83
1982-09-08,102.66
1982-10-08,104.32
1982-11-07,101.77
1982-12-07,117.39
1983-01-06,112.25
1983-02-05,103.43
1983-03-07,102.88
1983-04-06,120.93
1983-05-06,100.74
1983-06-05,120.59
1983-07-05,120.14
1983-08-04,115.44
1983-09-03,121.25
1983-10-03,103.6
1983-11-02,115.76
1983-12-02,106.51
1984-01-01,113.02
1984-01-31,105.93
1984-03-01,120.89
1984-03-31,119.38
1984-04-30,119.53
1984-05-30,104.07
1984-06-29,118.91
1984-07-29,100.12
1984-08-28,118.42
1984-09-27,114.2
1984-10-27,108.79
1984-11-26,105.22
1984-12-26,118.7
1985-01-25,106.22
1985-02-24,113.14
1985-03-26,110.55
1985-04-25,120.08
1985-05-25,119.29
1985-06-24,118.22
1985-07-24,114.84
1985-08-23,107.93
1985-09-22,109.72
1985-10-22,120.62
1985-11-21,102.08
1985-12-21,108.89
1986-01-20,117.99
1986-02-19,104.66
1986-03-21,114.94
1986-04-20,116.83
1986-05-20,109.24
1986-06-19,100.55
1986-07-19,100.18
1986-08-18,103.43
1986-09-17,110.89
1986-10-17,106.29
1986-11-16,101.8
1986-12-16,112.36
1987-01-15,119.0
1987-02-14,102.79
1987-03-16,109.04
1987-04-15,110.0
1987-05-15,101.11
1987-06-14,122.96
1987-07-14,118.53
1987-08-13,120.22
1987-09-12,115.52
1987-10-12,114.28
1987-11-11,101.33
1987-12-11,108.41
1988-01-10,101.98
1988-02-09,112.47
1988-03-10,120.63
1988-04-09,104.02
1988-05-09,102.68
1988-06-08,110.82
1988-07-08,106.8
1988-08-07,118.15
1988-09-06,102.06
1988-10-06,120.14
1988-11-05,105.12
1988-12-05,117.98
1989-01-04,118.68
1989-02-03,100.85
1989-03-05,112.16
1989-04-04,103.54
1989-05-04,109.11
1989-06-03,119.46
1989-07-03,100.92
1989-08-02,100.48
1989-09-01,102.03
1989-10-01,114.35
1989-10-31,111.46
1989-11-30,111.31
1989-12-30,113.68
1990-01-29,101.03
1990-02-28,121.18
1990-03-30,114.32
1990-04-29,103.01
1990-05-29,122.78
1990-06-28,113.68
1990-07-28,104.48
1990-08-27,109.64
1990-09-26,105.19
1990-10-26,118.46
1990-11-25,101.27
1990-12-25,107.08
1991-01-24,117.25
1991-02-23,122.53
1991-03-25,117.79
1991-04-24,100.24
1991-05-24,105.41
1991-06-23,109.59
1991-07-23,107.83
1991-08-22,119.93
1991-09-21,107.26
1991-10-21,100.59
1991-11-20,119.36
1991-12-20,108.54
1992-01-19,105.07
1992-02-18,115.73
1992-03-19,120.32
1992-04-18,109.9
1992-05-18,112.89
1992-06-17,117.81
1992-07-17,116.16
1992-08-16,111.79
1992-09-15,107.76
1992-10-15,113.01
1992-11-14,102.34
1992-12-14,114.43
1993-01-13,106.95
1993-02-12,122.87
1993-03-14,120.18
1993-04-13,114.78
1993-05-13,122.3
1993-06-12,114.65
