date,price
1980-08-19,102.81
1980-09-18,108.19
1980-10-18,113.81
1980-11-17,120.86
1980-12-17,113.44
1981-01-16,105.07
1981-02-15,104.74
1981-03-17,107.84
1981-04-16,103.86
1981-05-16,122.45
1981-06-15,103.39
1981-07-15,113.26
1981-08-14,107.5
1981-09-13,101.69
1981-10-13,115.64
1981-11-12,117.85
1981-12-12,116.74
1982-01-11,113.24
1982-02-10,106.11
1982-03-12,113.32
1982-04-11,120.64
1982-05-11,103.71
1982-06-10,112.97
1982-07-10,118.47
1982-08-09,100.8
1982-09-08,105.9
1982-10-08,110.91
1982-11-07,119.93
1982-12-07,116.71
1983-01-06,113.05
1983-02-05,101.21
1983-03-07,122.98
1983-04-06,103.3
1983-05-06,121.39
1983-06-05,113.85
1983-07-05,121.61
1983-08-04,118.75
1983-09-03,119.15
1983-10-03,122.16
1983-11-02,105.49
1983-12-02,114.49
1984-01-01,105.66
1984-01-31,107.7
1984-03-01,100.5
1984-03-31,120.39
1984-04-30,101.95
1984-05-30,118.37
1984-06-29,100.36
1984-07-29,112.91
1984-08-28,116.42
1984-09-27,111.5
1984-10-27,119.45
1984-11-26,113.22
1984-12-26,116.2
1985-01-25,100.2
1985-02-24,120.02
1985-03-26,118.64
1985-04-25,103.43
1985-05-25,113.45
1985-06-24,118.0
1985-07-24,112.23
1985-08-23,106.6
1985-09-22,114.67
1985-10-22,115.34
1985-11-21,110.81
1985-12-21,112.94
1986-01-20,117.58
1986-02-19,107.04
1986-03-21,101.51
1986-04-20,103.48
1986-05-20,104.11
1986-06-19,103.8
1986-07-19,107.75
1986-08-18,113.8
1986-09-17,122.55
1986-10-17,110.93
1986-11-16,120.47
1986-12-16,111.34
1987-01-15,104.5
1987-02-14,111.66
1987-03-16,122.13
1987-04-15,103.73
1987-05-15,107.06
1987-06-14,118.51
1987-07-14,117.41
1987-08-13,106.42
1987-09-12,112.08
1987-10-12,102.38
1987-11-11,115.32
1987-12-11,105.19
1988-01-10,104.56
1988-02-09,109.39
1988-03-10,101.73
1988-04-09,121.97
1988-05-09,118.77
1988-06-08,116.28
1988-07-08,121.6
