date,price
1980-08-19,111.85
1980-09-18,109.81
1980-10-18,122.66
1980-11-17,119.49
1980-12-17,100.93
1981-01-16,116.33
1981-02-15,102.89
1981-03-17,109.17
1981-04-16,120.96
1981-05-16,102.4
1981-06-15,104.65
1981-07-15,114.88
1981-08-14,112.01
1981-09-13,118.84
1981-10-13,108.22
1981-11-12,113.25
1981-12-12,117.53
1982-01-11,113.82
1982-02-10,101.39
1982-03-12,100.06
1982-04-11,105.41
1982-05-11,110.59
1982-06-10,122.3
1982-07-10,119.56
1982-08-09,120.65
1982-09-08,116.68
1982-10-08,101.69
1982-11-07,111.14
1982-12-07,104.42
1983-01-06,101.57
1983-02-05,121.08
1983-03-07,113.26
1983-04-06,114.88
1983-05-06,103.81
1983-06-05,114.18
1983-07-05,118.62
1983-08-04,105.13
1983-09-03,107.61
1983-10-03,105.62
1983-11-02,111.42
1983-12-02,107.45
1984-01-01,100.31
1984-01-31,112.62
1984-03-01,107.95
1984-03-31,110.91
1984-04-30,113.55
1984-05-30,112.22
1984-06-29,104.63
1984-07-29,122.91
1984-08-28,108.63
1984-09-27,108.52
1984-10-27,100.87
1984-11-26,102.9
1984-12-26,116.69
1985-01-25,109.84
1985-02-24,119.36
1985-03-26,115.46
1985-04-25,106.57
1985-05-25,102.1
1985-06-24,113.22
1985-07-24,120.15
1985-08-23,105.6
1985-09-22,107.88
1985-10-22,102.79
1985-11-21,104.2
1985-12-21,117.19
1986-01-20,110.13
1986-02-19,112.27
1986-03-21,122.69
1986-04-20,101.44
1986-05-20,121.15
1986-06-19,100.34
1986-07-19,110.28
1986-08-18,117.23
1986-09-17,117.66
1986-10-17,103.61
1986-11-16,107.0
1986-12-16,104.42
1987-01-15,100.34
1987-02-14,106.83
1987-03-16,120.95
1987-04-15,119.9
1987-05-15,111.26
1987-06-14,118.36
1987-07-14,106.46
1987-08-13,102.27
1987-09-12,110.21
1987-10-12,105.73
1987-11-11,105.6
1987-12-11,105.23
1988-01-10,121.47
1988-02-09,100.29
1988-03-10,109.63
1988-04-09,109.93
1988-05-09,112.04
1988-06-08,110.03
1988-07-08,111.61
1988-08-07,118.97
1988-09-06,120.28
