date,price
1980-08-19,121.48
1980-09-18,115.33
1980-10-18,100.09
1980-11-17,111.53
1980-12-17,114.76
1981-01-16,101.52
1981-02-15,106.08
1981-03-17,117.74
1981-04-16,110.73
1981-05-16,119.14
1981-06-15,111.16
1981-07-15,105.87
1981-08-14,117.91
1981-09-13,103.73
1981-10-13,120.56
1981-11-12,110.44
1981-12-12,113.68
1982-01-11,115.69
1982-02-10,116.4
1982-03-12,102.39
1982-04-11,118.8
1982-05-11,100.84
1982-06-10,121.51
1982-07-10,115.13
1982-08-09,107.37
1982-09-08,108.24
1982-10-08,108.65
1982-11-07,108.58
1982-12-07,117.26
1983-01-06,103.24
1983-02-05,104.52
1983-03-07,110.59
1983-04-06,117.6
1983-05-06,118.0
1983-06-05,105.32
1983-07-05,122.38
1983-08-04,109.21
1983-09-03,106.4
1983-10-03,120.4
1983-11-02,120.2
1983-12-02,111.92
1984-01-01,100.2
1984-01-31,107.16
1984-03-01,112.0
1984-03-31,102.8
1984-04-30,111.17
1984-05-30,104.69
1984-06-29,112.01
1984-07-29,115.63
1984-08-28,110.67
1984-09-27,119.66
1984-10-27,106.8
1984-11-26,118.92
1984-12-26,116.69
1985-01-25,100.42
1985-02-24,110.42
1985-03-26,114.48
1985-04-25,109.77
1985-05-25,114.22
1985-06-24,103.81
1985-07-24,116.78
1985-08-23,101.85
1985-09-22,115.07
1985-10-22,101.05
1985-11-21,121.26
1985-12-21,106.06
1986-01-20,116.98
1986-02-19,107.23
1986-03-21,102.08
1986-04-20,122.9
1986-05-20,119.39
1986-06-19,119.87
1986-07-19,104.44
1986-08-18,107.55
1986-09-17,104.17
1986-10-17,100.8
1986-11-16,104.58
1986-12-16,111.66
1987-01-15,118.78
1987-02-14,112.76
1987-03-16,100.35
1987-04-15,107.29
1987-05-15,121.58
1987-06-14,110.89
1987-07-14,119.65
1987-08-13,110.85
1987-09-12,107.0
1987-10-12,102.12
1987-11-11,114.83
1987-12-11,100.39
1988-01-10,107.76
1988-02-09,115.17
1988-03-10,114.11
1988-04-09,114.01
1988-05-09,108.66
1988-06-08,121.16
1988-07-08,105.47
1988-08-07,103.28
1988-09-06,109.44
1988-10-06,121.67
1988-11-05,104.72
1988-12-05,122.79
1989-01-04,117.56
1989-02-03,120.55
1989-03-05,108.1
1989-04-04,121.38
1989-05-04,111.47
1989-06-03,119.8
1989-07-03,108.15
1989-08-02,105.22
1989-09-01,101.38
1989-10-01,114.67
1989-10-31,109.25
1989-11-30,108.73
1989-12-30,109.82
1990-01-29,122.33
1990-02-28,117.31
1990-03-30,103.56
1990-04-29,119.8
1990-05-29,100.93
1990-06-28,105.83
1990-07-28,108.0
1990-08-27,103.41
1990-09-26,103.55
1990-10-26,122.15
1990-11-25,106.72
1990-12-25,114.97
1991-01-24,121.75
1991-02-23,117.69
1991-03-25,122.9
1991-04-24,107.89
1991-05-24,106.77
1991-06-23,100.04
1991-07-23,119.36
1991-08-22,120.59
1991-09-21,105.1
1991-10-21,111.75
1991-11-20,105.44
1991-12-20,110.14
1992-01-19,106.82
1992-02-18,100.53
1992-03-19,115.43
1992-04-18,115.65
1992-05-18,118.21
1992-06-17,121.42
1992-07-17,110.95
1992-08-16,120.83
1992-09-15,100.86
1992-10-15,106.87
1992-11-14,111.22
1992-12-14,116.13
1993-01-13,102.68
1993-02-12,109.39
1993-03-14,121.23
1993-04-13,103.37
1993-05-13,106.39
1993-06-12,111.11
1993-07-12,121.42
1993-08-11,112.59
1993-09-10,102.35
1993-10-10,121.16
1993-11-09,121.24
1993-12-09,111.98
1994-01-08,103.33
1994-02-07,111.16
1994-03-09,101.56
1994-04-08,118.53
1994-05-08,111.68
1994-06-07,116.18
1994-07-07,104.43
1994-08-06,120.37
1994-09-05,117.33
1994-10-05,110.41
1994-11-04,102.04
1994-12-04,114.23
1995-01-03,113.48
1995-02-02,115.28
1995-03-04,109.86
1995-04-03,100.33
1995-05-03,115.06
1995-06-02,105.05
1995-07-02,117.95
1995-08-01,121.08
1995-08-31,120.97
1995-09-30,122.13
1995-10-30,100.12
1995-11-29,116.42
1995-12-29,113.3
1996-01-28,118.93
1996-02-27,110.5
1996-03-28,119.59
1996-04-27,103.65
1996-05-27,105.19
1996-06-26,111.25
1996-07-26,109.08
1996-08-25,100.67
1996-09-24,121.86
1996-10-24,100.38
1996-11-23,110.22
1996-12-23,108.86
1997-01-22,100.05
1997-02-21,111.03
1997-03-23,114.81
1997-04-22,109.81
1997-05-22,100.22
1997-06-21,109.43
1997-07-21,117.29
1997-08-20,116.64
1997-09-19,107.14
1997-10-19,105.05
1997-11-18,114.46
1997-12-18,101.48
1998-01-17,103.9
1998-02-16,116.46
1998-03-18,110.85
1998-04-17,103.99
1998-05-17,103.13
1998-06-16,101.44
1998-07-16,106.83
1998-08-15,106.46
1998-09-14,117.87
1998-10-14,114.95
1998-11-13,100.59
1998-12-13,100.13
1999-01-12,104.09
1999-02-11,115.93
1999-03-13,100.21
1999-04-12,120.4
1999-05-12,109.35
1999-06-11,103.7
1999-07-11,106.65
1999-08-10,104.24
1999-09-09,104.93
1999-10-09,120.84
1999-11-08,108.73
1999-12-08,106.67
2000-01-07,114.35
2000-02-06,103.53
2000-03-07,100.53
2000-04-06,108.01
2000-05-06,105.15
2000-06-05,101.64
2000-07-05,110.57
2000-08-04,122.49
2000-09-03,109.52
2000-10-03,101.56
2000-11-02,104.92
2000-12-02,106.86
2001-01-01,117.97
2001-01-31,109.62
2001-03-02,113.65
2001-04-01,102.62
2001-05-01,111.52
2001-05-31,107.41
2001-06-30,112.29
2001-07-30,106.91
2001-08-29,106.75
2001-09-28,104.97
2001-10-28,102.38
2001-11-27,110.91
2001-12-27,119.11
2002-01-26,118.43
2002-02-25,121.44
2002-03-27,115.12
2002-04-26,103.25
2002-05-26,122.82
2002-06-25,103.6
2002-07-25,117.19
2002-08-24,106.91
2002-09-23,106.26
2002-10-23,122.72
2002-11-22,117.94
2002-12-22,108.15
2003-01-21,109.68
2003-02-20,115.54
2003-03-22,106.11
2003-04-21,106.01
2003-05-21,112.24
2003-06-20,105.17
2003-07-20,100.16
2003-08-19,117.69
2003-09-18,115.37
2003-10-18,117.32
2003-11-17,114.47
2003-12-17,122.9
2004-01-16,100.89
2004-02-15,110.18
2004-03-16,122.78
2004-04-15,116.52
2004-05-15,120.56
2004-06-14,111.16
2004-07-14,103.63
2004-08-13,100.42
2004-09-12,113.0
2004-10-12,114.37
2004-11-11,107.45
2004-12-11,102.12
2005-01-10,120.69
2005-02-09,112.46
2005-03-11,121.96
2005-04-10,108.58
2005-05-10,111.61
2005-06-09,106.67
2005-07-09,101.11
2005-08-08,113.6
2005-09-07,107.95
2005-10-07,116.17
2005-11-06,109.71
2005-12-06,117.53
2006-01-05,110.1
2006-02-04,106.15
2006-03-06,118.16
2006-04-05,113.78
2006-05-05,106.12
2006-06-04,109.12
2006-07-04,108.26
2006-08-03,105.8
2006-09-02,122.85
2006-10-02,100.29
2006-11-01,122.34
2006-12-01,105.68
2006-12-31,105.59
2007-01-30,119.6
2007-03-01,107.6
2007-03-31,101.77
2007-04-30,107.96
2007-05-30,104.73
2007-06-29,115.22
2007-07-29,116.58
2007-08-28,106.97
2007-09-27,108.19
2007-10-27,105.67
2007-11-26,119.78
2007-12-26,114.59
2008-01-25,122.18
2008-02-24,121.62
2008-03-25,100.22
2008-04-24,106.02
2008-05-24,105.74
2008-06-23,107.12
2008-07-23,113.67
2008-08-22,120.58
2008-09-21,104.79
2008-10-21,105.76
2008-11-20,116.39
2008-12-20,101.5
2009-01-19,118.52
2009-02-18,100.22
2009-03-20,111.13
2009-04-19,114.22
2009-05-19,111.57
2009-06-18,113.69
2009-07-18,101.82
2009-08-17,109.33
2009-09-16,120.44
2009-10-16,110.9
2009-11-15,119.82
2009-12-15,114.95
2010-01-14,101.77
2010-02-13,119.51
2010-03-15,122.52
2010-04-14,104.11
2010-05-14,102.1
2010-06-13,117.56
2010-07-13,119.57
2010-08-12,107.22
2010-09-11,108.13
2010-10-11,101.53
2010-11-10,122.54
2010-12-10,113.42
2011-01-09,112.08
2011-02-08,100.08
2011-03-10,110.66
2011-04-09,102.67
2011-05-09,122.93
2011-06-08,114.33
2011-07-08,115.68
2011-08-07,111.47
2011-09-06,108.72
2011-10-06,113.95
2011-11-05,118.06
2011-12-05,111.29
2012-01-04,110.34
2012-02-03,115.1
2012-03-04,100.58
2012-04-03,112.23
2012-05-03,115.53
2012-06-02,100.99
2012-07-02,107.36
2012-08-01,100.31
2012-08-31,109.48
2012-09-30,116.44
2012-10-30,111.13
2012-11-29,113.31
2012-12-29,100.58
2013-01-28,111.06
2013-02-27,104.03
2013-03-29,114.5
2013-04-28,114.86
2013-05-28,106.14
2013-06-27,103.83
2013-07-27,120.49
2013-08-26,112.61
2013-09-25,104.48
2013-10-25,119.01
2013-11-24,111.56
2013-12-24,101.44
2014-01-23,107.87
2014-02-22,108.9
2014-03-24,113.46
2014-04-23,109.33
2014-05-23,104.37
2014-06-22,118.6
2014-07-22,122.2
2014-08-21,106.14
2014-09-20,108.84
2014-10-20,101.68
2014-11-19,113.11
2014-12-19,110.34
2015-01-18,106.73
2015-02-17,102.6
2015-03-19,116.25
2015-04-18,104.7
2015-05-18,100.38
2015-06-17,107.78
2015-07-17,111.68
2015-08-16,106.39
2015-09-15,119.98
2015-10-15,101.49
2015-11-14,113.16
2015-12-14,115.86
2016-01-13,113.17
2016-02-12,111.53
2016-03-13,120.08
2016-04-12,109.33
2016-05-12,114.2
2016-06-11,108.05
2016-07-11,107.4
2016-08-10,109.4
2016-09-09,121.3
2016-10-09,105.48
2016-11-08,104.57
2016-12-08,106.34
2017-01-07,118.35
2017-02-06,102.36
2017-03-08,112.17
2017-04-07,109.22
2017-05-07,118.4
2017-06-06,117.43
2017-07-06,104.22
2017-08-05,101.67
2017-09-04,117.11
2017-10-04,102.65
2017-11-03,119.71
2017-12-03,106.53
2018-01-02,106.87
2018-02-01,112.36
2018-03-03,110.05
2018-04-02,103.3
2018-05-02,103.95
2018-06-01,107.15
2018-07-01,111.25
2018-07-31,109.33
2018-08-30,113.69
2018-09-29,113.94
2018-10-29,110.24
2018-11-28,115.82
2018-12-28,110.27
2019-01-27,114.42
2019-02-26,119.84
2019-03-28,112.38
2019-04-27,122.86
2019-05-27,106.25
2019-06-26,116.48
2019-07-26,102.03
2019-08-25,120.1
2019-09-24,105.07
2019-10-24,102.64
2019-11-23,108.58
2019-12-23,110.33
2020-01-22,114.01
2020-02-21,117.26
2020-03-22,111.9
2020-04-21,106.36
2020-05-21,112.0
2020-06-20,118.02
2020-07-20,116.96
2020-08-19,109.21
2020-09-18,105.54
2020-10-18,111.01
2020-11-17,121.45
2020-12-17,106.33
2021-01-16,108.47
2021-02-15,119.17
2021-03-17,101.19
2021-04-16,113.61
2021-05-16,114.0
2021-06-15,105.19
2021-07-15,121.24
2021-08-14,115.44
