date,price
1980-08-19,115.25
1980-09-18,108.79
1980-10-18,117.03
1980-11-17,103.01
1980-12-17,107.67
1981-01-16,107.74
1981-02-15,122.79
1981-03-17,111.04
1981-04-16,114.68
1981-05-16,100.57
1981-06-15,121.69
1981-07-15,105.41
1981-08-14,113.0
1981-09-13,104.94
1981-10-13,107.42
1981-11-12,104.73
1981-12-12,111.84
1982-01-11,104.23
1982-02-10,121.29
1982-03-12,117.59
1982-04-11,114.64
1982-05-11,121.13
1982-06-10,109.8
1982-07-10,100.96
1982-08-09,108.83
1982-09-08,116.91
1982-10-08,102.93
1982-11-07,118.3
1982-12-07,114.88
1983-01-06,110.31
1983-02-05,114.97
1983-03-07,106.07
1983-04-06,114.19
1983-05-06,120.85
1983-06-05,116.97
1983-07-05,117.09
1983-08-04,114.07
1983-09-03,111.14
1983-10-03,113.45
1983-11-02,117.97
1983-12-02,108.98
1984-01-01,108.73
1984-01-31,100.9
1984-03-01,104.35
1984-03-31,115.98
1984-04-30,113.08
1984-05-30,119.64
1984-06-29,100.65
1984-07-29,103.02
1984-08-28,121.93
1984-09-27,118.68
1984-10-27,118.02
1984-11-26,100.72
1984-12-26,108.77
1985-01-25,115.62
1985-02-24,100.08
1985-03-26,104.7
1985-04-25,106.23
1985-05-25,111.24
1985-06-24,120.04
1985-07-24,120.04
1985-08-23,100.91
1985-09-22,102.05
1985-10-22,116.12
1985-11-21,106.2
1985-12-21,105.07
1986-01-20,115.28
1986-02-19,122.19
1986-03-21,108.2
1986-04-20,110.1
1986-05-20,118.26
1986-06-19,111.16
1986-07-19,100.15
1986-08-18,112.18
1986-09-17,103.92
1986-10-17,120.49
1986-11-16,119.87
1986-12-16,100.15
1987-01-15,110.75
1987-02-14,109.0
1987-03-16,107.58
1987-04-15,114.33
1987-05-15,117.78
1987-06-14,122.75
1987-07-14,104.98
1987-08-13,113.15
1987-09-12,107.99
1987-10-12,107.06
1987-11-11,102.83
1987-12-11,110.78
1988-01-10,121.12
1988-02-09,118.04
1988-03-10,114.7
1988-04-09,104.88
1988-05-09,119.89
1988-06-08,100.2
1988-07-08,121.79
1988-08-07,117.19
1988-09-06,113.9
1988-10-06,114.08
1988-11-05,109.41
1988-12-05,121.79
1989-01-04,119.02
1989-02-03,112.94
1989-03-05,104.13
1989-04-04,115.75
1989-05-04,101.32
1989-06-03,113.91
1989-07-03,112.3
1989-08-02,119.11
1989-09-01,122.9
1989-10-01,121.21
1989-10-31,117.31
1989-11-30,109.53
1989-12-30,101.59
1990-01-29,109.28
1990-02-28,102.32
1990-03-30,121.9
1990-04-29,113.92
1990-05-29,101.17
1990-06-28,110.89
1990-07-28,116.71
1990-08-27,106.58
1990-09-26,109.23
1990-10-26,101.08
1990-11-25,122.68
1990-12-25,121.94
1991-01-24,109.05
1991-02-23,108.45
1991-03-25,114.24
1991-04-24,110.63
1991-05-24,111.87
1991-06-23,122.8
1991-07-23,122.46
1991-08-22,104.49
1991-09-21,116.22
1991-10-21,120.33
1991-11-20,106.82
1991-12-20,101.9
1992-01-19,102.04
1992-02-18,120.67
1992-03-19,104.25
1992-04-18,101.6
1992-05-18,108.05
1992-06-17,122.35
1992-07-17,100.29
1992-08-16,116.74
1992-09-15,104.77
1992-10-15,103.91
1992-11-14,123.0
1992-12-14,121.57
1993-01-13,121.48
1993-02-12,119.9
1993-03-14,122.73
1993-04-13,121.6
1993-05-13,114.05
1993-06-12,104.52
1993-07-12,117.85
1993-08-11,113.87
1993-09-10,114.16
1993-10-10,102.48
1993-11-09,111.28
1993-12-09,115.8
1994-01-08,105.68
1994-02-07,108.78
1994-03-09,120.82
1994-04-08,118.82
1994-05-08,112.39
1994-06-07,111.56
1994-07-07,119.99
1994-08-06,118.41
1994-09-05,113.48
1994-10-05,119.42
1994-11-04,115.86
1994-12-04,106.67
1995-01-03,110.34
1995-02-02,105.79
1995-03-04,100.01
1995-04-03,110.97
1995-05-03,106.61
1995-06-02,102.8
1995-07-02,108.1
1995-08-01,102.75
1995-08-31,101.5
1995-09-30,104.55
1995-10-30,114.19
1995-11-29,113.06
1995-12-29,104.02
1996-01-28,105.92
1996-02-27,121.94
1996-03-28,112.38
1996-04-27,119.19
1996-05-27,101.93
1996-06-26,102.09
1996-07-26,106.85
1996-08-25,120.0
1996-09-24,103.16
1996-10-24,118.45
1996-11-23,108.2
1996-12-23,114.87
1997-01-22,112.16
1997-02-21,121.06
1997-03-23,120.66
1997-04-22,115.86
1997-05-22,118.5
1997-06-21,105.75
1997-07-21,100.14
1997-08-20,104.8
1997-09-19,108.53
1997-10-19,107.56
1997-11-18,100.02
1997-12-18,100.9
1998-01-17,117.53
1998-02-16,121.51
1998-03-18,104.53
1998-04-17,118.57
1998-05-17,114.11
1998-06-16,101.72
1998-07-16,104.07
1998-08-15,119.63
1998-09-14,101.28
1998-10-14,102.4
1998-11-13,106.59
1998-12-13,121.17
1999-01-12,107.21
1999-02-11,106.32
1999-03-13,105.06
1999-04-12,119.63
1999-05-12,107.92
1999-06-11,113.35
1999-07-11,104.29
1999-08-10,108.39
1999-09-09,101.89
1999-10-09,119.38
1999-11-08,111.18
1999-12-08,119.75
2000-01-07,113.73
2000-02-06,107.74
2000-03-07,101.14
2000-04-06,112.85
2000-05-06,104.64
2000-06-05,108.76
2000-07-05,122.61
2000-08-04,112.44
2000-09-03,108.77
2000-10-03,107.3
2000-11-02,119.29
2000-12-02,115.36
2001-01-01,111.69
2001-01-31,105.93
2001-03-02,104.83
2001-04-01,120.1
2001-05-01,106.01
2001-05-31,121.17
2001-06-30,119.22
2001-07-30,117.23
2001-08-29,108.2
2001-09-28,117.63
